,Compound,Date,Negative,Neutral,News Channel,Positive,Tweet,Tweets Ago
372,0.0757,Fri Jan 12 21:58:32 +0000 2018,0.736,0.104,@FoxNews,0.16,".@marc_lotter on UK lawmakers not welcoming @POTUS: ""I can't tell you the number of times we welcomed a political o… https://t.co/qruOIHsKki",73
373,0.357,Fri Jan 12 21:50:40 +0000 2018,0.659,0.101,@FoxNews,0.24,OPINION: Trump thinks words don't matter. He's wrong https://t.co/AxkOsrUmRV,74
374,0.0,Fri Jan 12 21:47:17 +0000 2018,1.0,0.0,@FoxNews,0.0,"South Carolina authorities searching for escaped inmate, sheriff says https://t.co/ugCAYxQl81",75
375,0.0,Fri Jan 12 21:42:58 +0000 2018,1.0,0.0,@FoxNews,0.0,"Moments ago, former @WhiteHouse Communications Director Anthony @Scaramucci defended President @realDonaldTrump aga… https://t.co/ETipqrQO2M",76
376,0.0,Fri Jan 12 21:40:49 +0000 2018,1.0,0.0,@FoxNews,0.0,"DOG-GONE IT: Roscoe, a K-9 officer with @VacavillePolice​, was trying his hardest to get around in his new protecti… https://t.co/HNhmzDmafw",77
377,-0.34,Fri Jan 12 21:31:00 +0000 2018,0.821,0.179,@FoxNews,0.0,"Trump rep, former porn star deny ‘hush money’ claims - via @brookefoxnews
https://t.co/HwJN49596E",78
378,0.3182,Fri Jan 12 21:24:00 +0000 2018,0.795,0.075,@FoxNews,0.13,Petty Officer 2nd Class Derick Arneberg had a tank full of fishy friends looking on as he re-enlisted in the @USCG. https://t.co/RSEBzyEUiL,79
379,0.0,Fri Jan 12 21:15:05 +0000 2018,1.0,0.0,@FoxNews,0.0,RT @FoxBusiness: #BreakingNews: Dow closes at a record high. This is the 77th record close for the Dow under @POTUS. https://t.co/zgW0LgVsL…,80
380,0.357,Fri Jan 12 21:07:15 +0000 2018,0.659,0.101,@FoxNews,0.24,OPINION: #Trump thinks words don't matter. He's wrong https://t.co/AxkOsrUmRV,81
381,0.0258,Fri Jan 12 20:30:39 +0000 2018,0.761,0.117,@FoxNews,0.122,Baltimore hospital video fallout: Woman who identifies as patient's mom says she was mocked by security https://t.co/3XQNIjViSc,82
382,0.0,Fri Jan 12 20:16:27 +0000 2018,1.0,0.0,@FoxNews,0.0,"Megyn Kelly irks embattled NBC execs by trying to explore gender gap issues of sister network E!, report says https://t.co/MkUf28MzOB",83
383,-0.6908,Fri Jan 12 20:07:57 +0000 2018,0.695,0.305,@FoxNews,0.0,"Moments ago, @HillaryClinton slammed President @realDonaldTrump, accusing him of ""ignorant, racist views of anyone… https://t.co/LJCnhgtoaH",84
384,0.34,Fri Jan 12 19:54:21 +0000 2018,0.882,0.0,@FoxNews,0.118,'She's So Out of It': @IngrahamAngle Takes on @NancyPelosi for Saying Companies Just Giving Out 'Crumbs' After Tax… https://t.co/o4T0yn9kym,85
385,0.6249,Fri Jan 12 19:51:56 +0000 2018,0.711,0.059,@FoxNews,0.23,Trump warns that fresh waivers for Iran nuclear sanctions mark “last chance” to fix and save nuclear deal – via… https://t.co/jINiLcvgvA,86
386,-0.7003,Fri Jan 12 19:46:31 +0000 2018,0.674,0.326,@FoxNews,0.0,".@WikiLeaks founder @JulianAssange's poor hygiene sparks complaints at Ecuador Embassy, report says https://t.co/yat3Cw9Nsw #FoxNews",87
387,0.5106,Fri Jan 12 19:41:02 +0000 2018,0.798,0.0,@FoxNews,0.202,"At a @WhiteHouse event honoring Martin Luther King Day, @SecretaryCarson offered a message of unity. https://t.co/lHSmlAHccT",88
388,-0.5423,Fri Jan 12 19:35:45 +0000 2018,0.72,0.28,@FoxNews,0.0,Teen cell phone addiction: How bad has it gotten? https://t.co/IpKbE5ywrb,89
389,0.0,Fri Jan 12 19:24:10 +0000 2018,1.0,0.0,@FoxNews,0.0,Dow milestones since election. https://t.co/XtWFxn5LuN,90
390,-0.3089,Fri Jan 12 19:21:13 +0000 2018,0.883,0.117,@FoxNews,0.0,".@GroverNorquist: ""When the politicians don't take money out of your wallet, that is not a favor from them."" https://t.co/qfwc9WI0Tj",91
391,-0.1531,Fri Jan 12 19:15:37 +0000 2018,0.714,0.17,@FoxNews,0.116,Sex offender's sentence delayed so he can finish college https://t.co/HA7fM24PFF,92
392,0.0,Fri Jan 12 19:15:05 +0000 2018,1.0,0.0,@FoxNews,0.0,.@BernieSanders slammed @POTUS after it was reported the President used vulgar language in reference to immigration… https://t.co/ze2IwborNZ,93
393,0.0,Fri Jan 12 19:09:43 +0000 2018,1.0,0.0,@FoxNews,0.0,BREAKING NEWS: @POTUS recertifies Iran deal. https://t.co/FNKFPDAj9j,94
394,0.4215,Fri Jan 12 19:07:18 +0000 2018,0.781,0.0,@FoxNews,0.219,RT @FoxBusiness: Medicaid work requirement approved in first US state https://t.co/DvYvZnAva4,95
395,0.0,Fri Jan 12 19:07:15 +0000 2018,1.0,0.0,@FoxNews,0.0,RT @FoxBusiness: U.S. markets today: https://t.co/Z39y0C5W5j,96
396,-0.2023,Fri Jan 12 19:04:42 +0000 2018,0.893,0.107,@FoxNews,0.0,.@RepGutierrez responded to @POTUS's alleged controversial comments during an immigration meeting in the Oval Offic… https://t.co/MLxGVreMIB,97
397,-0.0258,Fri Jan 12 18:50:15 +0000 2018,0.787,0.11,@FoxNews,0.102,Doctors warn against eating Tide Pods in latest social media challenge https://t.co/cDh0HmdRna,98
398,0.3818,Fri Jan 12 18:37:30 +0000 2018,0.794,0.0,@FoxNews,0.206,"Trump waives Iran nuclear sanctions, keeping deal alive for now
https://t.co/9RsKv6ffxd",99
399,-0.5267,Fri Jan 12 18:35:32 +0000 2018,0.551,0.318,@FoxNews,0.131,Cornell student's comments on 'Fox &amp; Friends' about her school's liberal bias led to severe harassment https://t.co/kQOYiUOoSr,100
400,0.0,Sat Jan 13 04:32:03 +0000 2018,1.0,0.0,@nytimes,0.0,The discovery of a Cold War-era tunnel in Berlin offered a window into a city — and a family — divided by politics https://t.co/txfdQpL0Iq,1
401,0.0,Sat Jan 13 04:20:13 +0000 2018,1.0,0.0,@nytimes,0.0,"John V. Tunney, Boxer’s Son Who Lasted One Term in the Senate, Dies at 83 https://t.co/GCaqvo8JRv",2
402,-0.5574,Sat Jan 13 04:18:05 +0000 2018,0.833,0.167,@nytimes,0.0,"John Tunney has died. The former California senator's campaign became the basis for Robert Redford's 1972 film ""The… https://t.co/yK1fgMafsG",3
403,0.6808,Sat Jan 13 04:03:00 +0000 2018,0.579,0.095,@nytimes,0.326,"Read about the adventures, the challenges and the love stories of those our readers lost in 2017 https://t.co/ZaWk7jPtle",4
404,0.5267,Sat Jan 13 03:48:03 +0000 2018,0.833,0.0,@nytimes,0.167,"RT @DLeonhardt: We cannot know his private thoughts. But his behavior is clear, and we shouldn’t be afraid to admit it: President Donald Tr…",5
405,0.6124,Sat Jan 13 03:33:04 +0000 2018,0.762,0.0,@nytimes,0.238,Walmart’s quiet shuttering of 63 Sam’s Club stores surprised the ardent customer base of the membership-only chain https://t.co/rvPVZ6VGGY,6
406,0.25,Sat Jan 13 03:18:08 +0000 2018,0.748,0.103,@nytimes,0.15,"Social movements have long inspired art. #MeToo is no exception. Here, reader Libby VanderPloeg showcases the conce… https://t.co/3Ea7E3UDPK",7
407,0.0,Sat Jan 13 03:03:06 +0000 2018,1.0,0.0,@nytimes,0.0,"Porn star was reportedly paid to stay quiet about Trump
https://t.co/ew2Yw6DzPW",8
408,0.0,Sat Jan 13 02:48:03 +0000 2018,1.0,0.0,@nytimes,0.0,"RT @nytgraphics: How Republicans responded to Trump’s vulgar comments about Haiti and African countries (many others remained silent) 

htt…",9
409,-0.4404,Sat Jan 13 02:33:04 +0000 2018,0.423,0.38,@nytimes,0.197,"In the flu battle, hydration and elevation may be your best weapons https://t.co/zDN8Tlp4uO",10
410,0.0,Sat Jan 13 02:18:05 +0000 2018,1.0,0.0,@nytimes,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ECzxbk8DTK,11
411,0.2023,Sat Jan 13 02:03:02 +0000 2018,0.913,0.0,@nytimes,0.087,"“I didn’t realize that it was the global elite,” Treasury Secretary Steven Mnuchin said of the World Economic Forum… https://t.co/IeHddshXtL",12
412,0.0,Sat Jan 13 01:48:04 +0000 2018,1.0,0.0,@nytimes,0.0,RT @mega2e: “Was the Trump lawyer Michael Cohen?” he asked. “Yep!” responded Ms. Clifford. New details following Wall Street Journal report…,13
413,0.7003,Sat Jan 13 01:33:07 +0000 2018,0.766,0.0,@nytimes,0.234,Media companies are bracing for the changes to Facebook’s News Feed that will favor posts by friends over news orga… https://t.co/A1z9I1NPKf,14
414,0.4588,Sat Jan 13 01:18:03 +0000 2018,0.812,0.0,@nytimes,0.188,A photo essay satisfying to the eyes. Inside one of America’s last pencil factories. https://t.co/wkpETcl3hV,15
415,0.872,Sat Jan 13 01:04:15 +0000 2018,0.602,0.0,@nytimes,0.398,"Uber paid a hacker a $100,000 bounty over a security breach. But what was initially celebrated as a win has turned… https://t.co/Bs6quJSLne",16
416,-0.8126,Sat Jan 13 00:48:06 +0000 2018,0.714,0.286,@nytimes,0.0,"RT @NYTObits: Edgar Ray Killen, the former Klansman who was sentenced to a 60-year prison term in 2005 for arranging the murders of three y…",17
417,-0.5574,Sat Jan 13 00:33:04 +0000 2018,0.833,0.167,@nytimes,0.0,South Korea is drawing up a bill to ban virtual currency trading. But many politicians and ordinary citizens alread… https://t.co/9IP7q64gDJ,18
418,0.0,Sat Jan 13 00:18:06 +0000 2018,1.0,0.0,@nytimes,0.0,"RT @NYTNational: The $130,000 payment was reportedly made a month before the election. Mr. Trump “vehemently denies” the encounter happened…",19
419,0.0,Sat Jan 13 00:03:04 +0000 2018,1.0,0.0,@nytimes,0.0,"Recipes to cook over a long weekend
https://t.co/XxWhFe97YN",20
420,0.0,Sat Jan 13 04:32:03 +0000 2018,1.0,0.0,@nytimes,0.0,The discovery of a Cold War-era tunnel in Berlin offered a window into a city — and a family — divided by politics https://t.co/txfdQpL0Iq,21
421,0.0,Sat Jan 13 04:20:13 +0000 2018,1.0,0.0,@nytimes,0.0,"John V. Tunney, Boxer’s Son Who Lasted One Term in the Senate, Dies at 83 https://t.co/GCaqvo8JRv",22
422,-0.5574,Sat Jan 13 04:18:05 +0000 2018,0.833,0.167,@nytimes,0.0,"John Tunney has died. The former California senator's campaign became the basis for Robert Redford's 1972 film ""The… https://t.co/yK1fgMafsG",23
423,0.6808,Sat Jan 13 04:03:00 +0000 2018,0.579,0.095,@nytimes,0.326,"Read about the adventures, the challenges and the love stories of those our readers lost in 2017 https://t.co/ZaWk7jPtle",24
424,0.5267,Sat Jan 13 03:48:03 +0000 2018,0.833,0.0,@nytimes,0.167,"RT @DLeonhardt: We cannot know his private thoughts. But his behavior is clear, and we shouldn’t be afraid to admit it: President Donald Tr…",25
425,0.6124,Sat Jan 13 03:33:04 +0000 2018,0.762,0.0,@nytimes,0.238,Walmart’s quiet shuttering of 63 Sam’s Club stores surprised the ardent customer base of the membership-only chain https://t.co/rvPVZ6VGGY,26
426,0.25,Sat Jan 13 03:18:08 +0000 2018,0.748,0.103,@nytimes,0.15,"Social movements have long inspired art. #MeToo is no exception. Here, reader Libby VanderPloeg showcases the conce… https://t.co/3Ea7E3UDPK",27
427,0.0,Sat Jan 13 03:03:06 +0000 2018,1.0,0.0,@nytimes,0.0,"Porn star was reportedly paid to stay quiet about Trump
https://t.co/ew2Yw6DzPW",28
428,0.0,Sat Jan 13 02:48:03 +0000 2018,1.0,0.0,@nytimes,0.0,"RT @nytgraphics: How Republicans responded to Trump’s vulgar comments about Haiti and African countries (many others remained silent) 

htt…",29
429,-0.4404,Sat Jan 13 02:33:04 +0000 2018,0.423,0.38,@nytimes,0.197,"In the flu battle, hydration and elevation may be your best weapons https://t.co/zDN8Tlp4uO",30
430,0.0,Sat Jan 13 02:18:05 +0000 2018,1.0,0.0,@nytimes,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ECzxbk8DTK,31
431,0.2023,Sat Jan 13 02:03:02 +0000 2018,0.913,0.0,@nytimes,0.087,"“I didn’t realize that it was the global elite,” Treasury Secretary Steven Mnuchin said of the World Economic Forum… https://t.co/IeHddshXtL",32
432,0.0,Sat Jan 13 01:48:04 +0000 2018,1.0,0.0,@nytimes,0.0,RT @mega2e: “Was the Trump lawyer Michael Cohen?” he asked. “Yep!” responded Ms. Clifford. New details following Wall Street Journal report…,33
433,0.7003,Sat Jan 13 01:33:07 +0000 2018,0.766,0.0,@nytimes,0.234,Media companies are bracing for the changes to Facebook’s News Feed that will favor posts by friends over news orga… https://t.co/A1z9I1NPKf,34
434,0.4588,Sat Jan 13 01:18:03 +0000 2018,0.812,0.0,@nytimes,0.188,A photo essay satisfying to the eyes. Inside one of America’s last pencil factories. https://t.co/wkpETcl3hV,35
435,0.872,Sat Jan 13 01:04:15 +0000 2018,0.602,0.0,@nytimes,0.398,"Uber paid a hacker a $100,000 bounty over a security breach. But what was initially celebrated as a win has turned… https://t.co/Bs6quJSLne",36
436,-0.8126,Sat Jan 13 00:48:06 +0000 2018,0.714,0.286,@nytimes,0.0,"RT @NYTObits: Edgar Ray Killen, the former Klansman who was sentenced to a 60-year prison term in 2005 for arranging the murders of three y…",37
437,-0.5574,Sat Jan 13 00:33:04 +0000 2018,0.833,0.167,@nytimes,0.0,South Korea is drawing up a bill to ban virtual currency trading. But many politicians and ordinary citizens alread… https://t.co/9IP7q64gDJ,38
438,0.0,Sat Jan 13 00:18:06 +0000 2018,1.0,0.0,@nytimes,0.0,"RT @NYTNational: The $130,000 payment was reportedly made a month before the election. Mr. Trump “vehemently denies” the encounter happened…",39
439,0.0,Sat Jan 13 00:03:04 +0000 2018,1.0,0.0,@nytimes,0.0,"Recipes to cook over a long weekend
https://t.co/XxWhFe97YN",40
440,0.0,Fri Jan 12 23:48:06 +0000 2018,1.0,0.0,@nytimes,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/xem6tivjwR,41
441,0.0,Fri Jan 12 23:33:03 +0000 2018,1.0,0.0,@nytimes,0.0,"Saudi women were allowed to attend soccer games at a public stadium for the first time, marking a new step in the g… https://t.co/kat7HJqFDz",42
442,0.4939,Fri Jan 12 23:18:03 +0000 2018,0.678,0.093,@nytimes,0.229,"Social movements have long inspired art. #MeToo is no exception. Here, reader Olga Prudnikova shares her work, ""If… https://t.co/pVRjnDg3fj",43
443,0.0,Fri Jan 12 22:56:01 +0000 2018,1.0,0.0,@nytimes,0.0,RT @kchangnyt: First step for Martian beer. Hops grows in red planet soil. https://t.co/hPwXhIbcJr,44
444,-0.2263,Fri Jan 12 22:40:09 +0000 2018,0.622,0.212,@nytimes,0.166,"Opinion: Nobody is coming to save us from President Trump's racism, @rgay writes https://t.co/N8MHzkstr3",45
445,-0.8225,Fri Jan 12 22:25:05 +0000 2018,0.725,0.275,@nytimes,0.0,"""A country tainted at its founding by slavery and struggling with that legacy ever since is now led by a chief exec… https://t.co/twMgFcfIey",46
446,0.0,Fri Jan 12 22:10:02 +0000 2018,1.0,0.0,@nytimes,0.0,RT @NYTSports: Billie Jean King says Margaret Court Arena's name should change. https://t.co/CoY4cqGp8i,47
447,0.0,Fri Jan 12 21:55:03 +0000 2018,1.0,0.0,@nytimes,0.0,"36 Hours in Kigali, Rwanda https://t.co/YkeHlva7fY",48
448,-0.1027,Fri Jan 12 21:40:16 +0000 2018,0.928,0.072,@nytimes,0.0,President Trump offered a vague denial about his language on immigrants. But a Democrat who was there said he used… https://t.co/vCQ88ohqbg,49
449,0.0,Fri Jan 12 21:25:03 +0000 2018,1.0,0.0,@nytimes,0.0,"""I really think the ‘Golden Girls’ were early trendsetters"" https://t.co/0pynRhNSq8",50
450,-0.6124,Fri Jan 12 21:15:12 +0000 2018,0.773,0.227,@nytimes,0.0,"RT @nytimesmusic: Black Eyed Peas get serious about injustice, and 12 more new songs. Hear the Playlist. https://t.co/kSpuQJHkoz https://t.…",51
451,0.1531,Fri Jan 12 21:08:05 +0000 2018,0.763,0.106,@nytimes,0.131,RT @karenyourish: President Trump’s job approval rating has fallen across many groups during his first year in office. 1/5 https://t.co/Hwp…,52
452,0.0,Fri Jan 12 20:58:07 +0000 2018,1.0,0.0,@nytimes,0.0,"In New York, opioid addiction treatment is sharply segregated by income. People without money are often dependent o… https://t.co/IcP3edObLY",53
453,0.296,Fri Jan 12 20:48:08 +0000 2018,0.772,0.089,@nytimes,0.138,Jeff Bezos is the world’s richest person and can afford virtually any luxury. But obscurity is no longer among them. https://t.co/mTChj8GPKW,54
454,0.4939,Fri Jan 12 20:38:06 +0000 2018,0.678,0.093,@nytimes,0.229,"Social movements have long inspired art. #MeToo is no exception. Here, reader Graciella Delgado shares her work, ""P… https://t.co/MYiHiLaTxC",55
455,0.0,Fri Jan 12 20:24:03 +0000 2018,1.0,0.0,@nytimes,0.0,"Analysis: President Trump ""has said so many things on so many occasions that have rubbed the raw edges of race in A… https://t.co/cCZu611Hlg",56
456,0.3818,Fri Jan 12 20:18:05 +0000 2018,0.867,0.0,@nytimes,0.133,"RT @nytimesvows: Fred Nelson III, musical conductor for @ArethaFranklin, married Lynda Cartwright, over the holidays. They met, fittingly,…",57
457,0.3182,Fri Jan 12 20:08:03 +0000 2018,0.843,0.054,@nytimes,0.103,RT @nytimesbusiness: Home values are up. College tuition may be up even more. Should you borrow against your home to pay for college? https…,58
458,0.0,Fri Jan 12 19:58:03 +0000 2018,1.0,0.0,@nytimes,0.0,"""I ran into Coretta Scott King at La Guardia Airport. It was a year or two after Martin Luther King Jr.’s death."" https://t.co/lr66em1m0l",59
459,-0.1779,Fri Jan 12 19:48:04 +0000 2018,0.571,0.248,@nytimes,0.181,Why it's still worth getting a flu shot https://t.co/KExn0f1DT6,60
460,0.0,Fri Jan 12 19:38:02 +0000 2018,1.0,0.0,@nytimes,0.0,RT @nytimesbusiness: GM says it can have driverless cars — without steering wheels or brake pedals — in mass production next year https://t…,61
461,0.3612,Fri Jan 12 19:28:09 +0000 2018,0.898,0.0,@nytimes,0.102,"RT @nytimesworld: We'd like to hear from women in Saudi Arabia. For the first time, women have been allowed to attend a professional footba…",62
462,0.0,Fri Jan 12 19:18:05 +0000 2018,1.0,0.0,@nytimes,0.0,"New week, new weekly news quiz https://t.co/s7KUcxYSbO",63
463,0.3612,Fri Jan 12 19:08:05 +0000 2018,0.762,0.0,@nytimes,0.238,What the aftermath of a deadly mudslide looks like https://t.co/TWQRAYPEUz,64
464,-0.1655,Fri Jan 12 19:00:33 +0000 2018,0.872,0.128,@nytimes,0.0,"President Trump again stopped short of imposing sanctions on Iran that could end the nuclear deal, but set a 120-da… https://t.co/2LfZyNmEHX",65
465,-0.25,Fri Jan 12 18:59:36 +0000 2018,0.795,0.121,@nytimes,0.083,"She left France to join Islamic militants in Syria, and now with the collapse of ISIS wants to return. But can she? https://t.co/wts5mEyihG",66
466,0.0,Fri Jan 12 18:43:05 +0000 2018,1.0,0.0,@nytimes,0.0,"RT @nytrealestate: What can you get for $250,000 in Ohio, Iowa and Arkansas? https://t.co/ZiW2K9uQHM",67
467,0.0258,Fri Jan 12 18:23:01 +0000 2018,0.861,0.067,@nytimes,0.072,"James Spader: ""I think that men should think hard and listen carefully and perhaps we’ll learn a thing or two"" https://t.co/LrqVx6Bsrv",68
468,0.0,Fri Jan 12 18:13:04 +0000 2018,1.0,0.0,@nytimes,0.0,"""Trump is a troll,"" a woman in Rwanda said. ""He is trolling the world. Don’t feed the troll."" https://t.co/IhrZZ05Q7n",69
469,0.25,Fri Jan 12 18:04:13 +0000 2018,0.779,0.09,@nytimes,0.131,Social movements have long inspired art of all forms. #MeToo is no exception. We asked readers to submit work inspi… https://t.co/r4sOyqERBX,70
470,-0.6249,Fri Jan 12 17:53:04 +0000 2018,0.671,0.237,@nytimes,0.092,"RT @nytopinion: We may not know Trump's private thoughts or motivations. But his public pattern of racism is abundantly clear, argues @DLeo…",71
471,-0.8271,Fri Jan 12 17:43:08 +0000 2018,0.64,0.293,@nytimes,0.067,"He acts, he sings, he dances. And in his latest role, Darren Criss plays the serial killer who murdered Gianni Vers… https://t.co/n0B0dqtVJ1",72
472,0.0,Fri Jan 12 17:33:03 +0000 2018,1.0,0.0,@nytimes,0.0,"Until recently, Syrian cuisine hardly existed in Toronto. Now there's a Syrian-food boom. https://t.co/w60UZo8oo5",73
473,0.0772,Fri Jan 12 17:23:08 +0000 2018,0.936,0.0,@nytimes,0.064,"As part of its plan to build a border wall, the Trump administration is seeking new authority to acquire land https://t.co/vzAp8r0Uan",74
474,0.6705,Fri Jan 12 17:13:10 +0000 2018,0.784,0.0,@nytimes,0.216,"""They say they would love to date me and then wonder why, the next day, I think they want to date me."" https://t.co/Y7HEE4TDds",75
475,0.0,Fri Jan 12 17:03:04 +0000 2018,1.0,0.0,@nytimes,0.0,"With a book, a website and a new documentary series, Tom Brady seems to be pivoting toward a post-football life https://t.co/d2W5178RJ8",76
476,0.0,Fri Jan 12 16:53:04 +0000 2018,1.0,0.0,@nytimes,0.0,A look inside one of America's last pencil factories https://t.co/nIDpKg2Pij https://t.co/CUNvWhqBq4,77
477,0.0,Fri Jan 12 16:43:03 +0000 2018,1.0,0.0,@nytimes,0.0,Walmart said it would use its savings under the tax bill to raise wages. Then it closed 63 Sam’s Club stores. https://t.co/pAnlbeB9Jh,78
478,0.0,Fri Jan 12 16:33:05 +0000 2018,1.0,0.0,@nytimes,0.0,"As the population of Amish and Mennonites rises in New York State, horses and buggies have become a chronic traffic… https://t.co/SYcMUJ4AM0",79
479,-0.3597,Fri Jan 12 16:32:36 +0000 2018,0.878,0.122,@nytimes,0.0,"With a $33 million donation, Jeff Bezos injected himself into one of the most contentious political debates in the… https://t.co/3jAfplf9xv",80
480,-0.2023,Fri Jan 12 16:23:04 +0000 2018,0.878,0.122,@nytimes,0.0,"Inside the strange, global relay race that delivers a lifesaving isotope to America's hospitals https://t.co/NYPqPL7pIV",81
481,-0.5994,Fri Jan 12 16:06:06 +0000 2018,0.813,0.187,@nytimes,0.0,RT @nytimesworld: Norwegian journalists express disgust over what they call “nativist” and “derogatory” remarks by President Trump https://…,82
482,-0.3818,Fri Jan 12 15:56:02 +0000 2018,0.894,0.106,@nytimes,0.0,"RT @nytimesworld: Emilie König, the daughter of a policeman from a small town in Brittany, converted to Islam and left France to fight in S…",83
483,-0.6812,Fri Jan 12 15:46:02 +0000 2018,0.725,0.225,@nytimes,0.049,"A mentally ill man was arrested for disorderly conduct. His bail was $500, and he couldn't pay. So he spent more th… https://t.co/1tpccCz9cZ",84
484,-0.296,Fri Jan 12 15:36:05 +0000 2018,0.901,0.099,@nytimes,0.0,"President Trump said ""22 to 24 people"" immigrated to the U.S. with visas sponsored by the suspect in the Manhattan… https://t.co/zqPhgPZorG",85
485,-0.5994,Fri Jan 12 15:26:52 +0000 2018,0.671,0.329,@nytimes,0.0,A hockey team named to avoid a trademark dispute... is facing a trademark dispute https://t.co/XAMOznVrUl,86
486,-0.1027,Fri Jan 12 15:16:25 +0000 2018,0.928,0.072,@nytimes,0.0,President Trump offered a vague denial about his language on immigrants. But a Democrat who was there said he used… https://t.co/DrYipjTC99,87
487,0.0,Fri Jan 12 15:16:06 +0000 2018,1.0,0.0,@nytimes,0.0,Facebook is changing. What does that mean for your news feed? https://t.co/91HJFrQLKI,88
488,0.0,Fri Jan 12 15:00:31 +0000 2018,1.0,0.0,@nytimes,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/eQCrlP7Rqn https://t.co/Xr4TXYXDQP,89
489,0.431,Fri Jan 12 14:46:03 +0000 2018,0.678,0.0,@nytimes,0.322,It isn't all bad out there https://t.co/92rJIoLemh,90
490,0.0,Fri Jan 12 14:30:20 +0000 2018,1.0,0.0,@nytimes,0.0,Opinion: Catherine Deneuve and the French feminist difference https://t.co/Dm75kQumfG,91
491,-0.34,Fri Jan 12 14:15:22 +0000 2018,0.769,0.231,@nytimes,0.0,Video: Trump contradicts his team. Then he doesn't. https://t.co/ulclkk1UQl,92
492,-0.0644,Fri Jan 12 14:00:12 +0000 2018,0.944,0.056,@nytimes,0.0,"""The language used by me at the DACA meeting was tough, but this was not the language used,"" President Trump tweeted https://t.co/9r34GCz8tE",93
493,-0.6369,Fri Jan 12 13:44:03 +0000 2018,0.641,0.269,@nytimes,0.09,"Bob Harper, the celebrity fitness trainer from ""The Biggest Loser,"" suffered a heart attack last year. His doctors… https://t.co/UnOSOKM7ZY",94
494,-0.296,Fri Jan 12 13:29:05 +0000 2018,0.913,0.087,@nytimes,0.0,"Tons of rubbish is piling up in sites around the world ever since China said it no longer wanted to be the ""world's… https://t.co/slwGe8J1ap",95
495,0.4215,Fri Jan 12 13:15:11 +0000 2018,0.851,0.0,@nytimes,0.149,"Haiti's government has summoned a United States official to explain Trump's remarks, the Haitian ambassador to the… https://t.co/K2vHhBOI1E",96
496,0.0,Fri Jan 12 13:00:36 +0000 2018,1.0,0.0,@nytimes,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/D609HmHgbA https://t.co/ZWforc8ROn,97
497,-0.4588,Fri Jan 12 12:45:19 +0000 2018,0.864,0.136,@nytimes,0.0,"Since the Golden Globes, several women have come forward to say that James Franco sexually exploited them or behave… https://t.co/WiLJtuxvyj",98
498,0.0,Fri Jan 12 12:31:05 +0000 2018,1.0,0.0,@nytimes,0.0,"HBO has signed Ronan Farrow to a three-year deal to develop a new investigative series, the network announced https://t.co/7sNe8Huciw",99
499,0.4927,Fri Jan 12 12:14:03 +0000 2018,0.834,0.0,@nytimes,0.166,"""I probably have a very good relationship with Kim Jong-un,"" President Trump told The Wall Street Journal https://t.co/J4pDUFnfXC",100
